Name;Description;FLT1;FLT2;FLT3;FLT4;AEM1;AEM2;AEM3;AEM4;flight1;flight2;flight3;flight4;control1;control2;control3;control4;flightMean;aemMean;FvsAEM
SDCCAG3;serologically defined colon cancer antigen 3;7,855388246;7,891414754;7,836044683;7,953412545;8,182116455;8,088282139;8,190018509;8,239233158;0,039086013;0,034679054;0,041452223;0,027095145;-0,037804287;-0,025902518;-0,038806569;-0,045048862;7,884065;8,174913;-0,290848
SDF2L1;stromal cell-derived factor 2-like 1;6,799841041;7,013467794;6,554480051;7,362793515;7,663953941;7,597962511;7,699919647;7,808489957;0,116052071;0,08828158;0,147947867;0,04287085;-0,105487676;-0,095968737;-0,110675552;-0,126336286;6,9326453;7,692581;-0,7599357
SDR16C6;"""short chain dehydrogenase/reductase family 16C, member 6""";3,681424258;3,816374704;3,764192056;3,639509984;3,857709163;3,932470266;3,966286656;3,891889033;0,058962015;0,024466263;0,037805083;0,069676054;-0,035522263;-0,055590335;-0,064667646;-0,044697142;3,7253754;3,9120889;-0,1867135
SEC14L1;SEC14-like 1 (S. cerevisiae);7,744458425;8,353316148;7,841547168;8,113967478;8,374943545;8,351141038;8,765522606;8,480894977;0,088149826;0,01646153;0,076718376;0,044642988;-0,045127414;-0,042157047;-0,093868624;-0,058349324;8,013323;8,493126;-0,479803
SEH1L;SEH1-like (S. cerevisiae;8,050128137;8,164647577;7,979835829;8,001048823;8,349533529;8,130105671;8,244793991;8,195109746;0,021842084;0,007927014;0,030383188;0,027805631;-0,037348951;-0,010087157;-0,024336074;-0,018163286;8,048915;8,229886;-0,180971
SEMA4C;"""sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4C""";6,574875388;6,851581153;6,83138108;6,887497704;6,98389755;6,976352076;7,137424062;7,137884724;0,068568012;0,029368394;0,032230045;0,024280264;-0,02911197;-0,028000107;-0,051734863;-0,051802744;6,786334;7,0588894;-0,2725554
SENP8;SUMO/sentrin specific peptidase 8;4,836676208;5,331414636;5,01411223;5,138242799;5,517545741;5,576979954;5,404398531;5,358969453;0,114887092;0,024349841;0,082416257;0,059700333;-0,086107213;-0,097806604;-0,063834629;-0,054892093;5,0801115;5,4644737;-0,3843622
SEPT11;septin 11;8,938866296;9,202109305;8,523056187;8,846904229;9,411754309;9,280111191;9,469646925;9,404849735;0,048205225;0,020175571;0,092479954;0,057997184;-0,060152772;-0,045324313;-0,066673875;-0,059375031;8,877734;9,39159;-0,513856
SERF1;small EDRK-rich factor 1;5,896014701;6,079438127;6,049496801;5,990116213;6,37372584;6,190578669;6,20278003;6,264765934;0,057837887;0,028527478;0,033311995;0,042800801;-0,061621296;-0,031115914;-0,033148199;-0,043472703;6,003766;6,257962;-0,254196
SERF2;small EDRK-rich factor 2;8,185494048;8,435736262;8,275357786;8,7332713;8,770573261;8,722766265;8,913137435;9,113645074;0,078213348;0,050033017;0,068093593;0,016526936;-0,043188792;-0,037502537;-0,060145648;-0,083994411;8,407465;8,880031;-0,472566
SERINC3;serine incorporator 3;11,84146656;11,8204994;11,62354213;11,78129393;11,44066849;11,50378535;11,50007934;11,27193622;-0,036078864;-0,034244325;-0,017011387;-0,03081401;0,027708065;0,022344041;0,022658998;0,042047876;11,766701;11,429117;0,337584
SERPINA3H | SERPINA3G | SERPINA3I;"""serine (or cysteine) peptidase inhibitor, clade A, member 3H | serine (or cysteine) peptidase inhibitor, clade A, member 3G | serine (or cysteine) peptidase inhibitor, clade A, member 3I""";6,769604354;6,840617027;6,76073677;7,023537111;6,581607691;6,477917375;6,623739237;6,513716409;-0,033646528;-0,044489407;-0,032292542;-0,072419357;0,038988287;0,054128601;0,03283646;0,048901414;6,8486238;6,549245;0,2993788
SERPINH1;"""serine (or cysteine) peptidase inhibitor, clade H, member 1""";6,402556552;6,05161471;6,366110867;6,338145998;7,044474179;7,254690504;7,340171177;6,995680448;0,105632551;0,154655306;0,110723617;0,114630004;-0,120018179;-0,153440987;-0,167031768;-0,112260344;6,289607;7,158754;-0,869147
SET | BC085271;SET translocation | cDNA sequence BC085271;9,901318582;9,80925551;9,51336065;9,771758576;10,27456255;9,957632826;9,960505976;10,01200081;0,014909441;0,024068874;0,053507704;0,027799476;-0,053917596;-0,021408396;-0,021703111;-0,026985215;9,748924;10,051176;-0,302252
SFN;stratifin;7,287137208;7,465858616;7,09026055;7,52629228;8,1141163;7,80174921;8,410250585;7,894901473;0,095355999;0,073169063;0,119796775;0,065666672;-0,105106051;-0,062563062;-0,145438205;-0,07524998;7,342387;8,055254;-0,712867
SFRS13A;"""splicing factor, arginine/serine-rich 13A""";8,011186029;8,241447159;8,158899805;7,970268129;8,519644636;8,471925965;8,271704965;8,475273922;0,050203817;0,022904346;0,032691057;0,055054992;-0,052399142;-0,046504637;-0,021772102;-0,046918197;8,09545;8,434637;-0,339187
SFRS6;"""splicing factor, arginine/serine-rich 6""";9,44949838;9,494501687;9,415313842;9,410115472;9,479755436;9,607004955;9,549862917;9,691047324;0,013819741;0,00912305;0,01738735;0,017929868;-0,00396071;-0,017437167;-0,011385496;-0,026337738;9,442357;9,581918;-0,139561
SFRS7;"""splicing factor, arginine/serine-rich 7""";8,650504429;8,823045693;8,898824236;8,821303489;9,298796391;9,341822641;9,081901464;9,343821521;0,066484101;0,047864376;0,039686763;0,048052385;-0,056871285;-0,06176151;-0,032219705;-0,061988696;8,798419;9,266585;-0,468166
SFXN5;sideroflexin 5;6,416625479;6,333370343;6,516141817;6,503249522;6,582856271;6,684550348;6,856068996;6,570826906;0,038502674;0,050978015;0,023590678;0,02552252;-0,021810261;-0,037595514;-0,064219142;-0,019943028;6,442347;6,673576;-0,231229
SGK2;serum/glucocorticoid regulated kinase 2;5,072082894;5,393650989;5,632154013;5,553798696;5,078013818;5,110735756;4,866996496;5,03750993;-0,00970851;-0,073723639;-0,121202858;-0,105604526;0,061871976;0,055826824;0,100855971;0,06935479;5,412922;5,023314;0,389608
SGPL1;sphingosine phosphate lyase 1;9,600207458;9,995226675;9,628605465;9,744662196;10,17678687;10,32351323;10,35339246;10,30149141;0,066925966;0,028532819;0,064165875;0,05288596;-0,044611273;-0,059672216;-0,062739214;-0,057411754;9,742176;10,288795;-0,546619
SH2D6;SH2 domain containing 6;6,417972846;6,238495119;6,450518035;6,261462392;6,164848951;6,153777606;5,98788269;6,037375665;-0,054551993;-0,025061591;-0,059899568;-0,028835397;0,027950237;0,029695925;0,055853599;0,048049737;6,3421125;6,085971;0,2561415
SH3PXD2A;SH3 and PX domains 2A;6,217234376;6,692474649;6,615110136;6,925725737;7,048107134;6,913202145;7,55884804;7,280046761;0,136501342;0,070496216;0,081241211;0,038100461;-0,065854297;-0,045453208;-0,143091402;-0,100929508;6,6126366;7,200051;-0,5874144
SHISA2;shisa homolog 2 (Xenopus laevis);7,393002461;7,676444148;7,474471756;7,620330611;7,925891644;7,987031896;7,942187505;8,276557963;0,07966154;0,044376514;0,069519608;0,051361963;-0,051031171;-0,059138815;-0,053192121;-0,097532088;7,5410624;8,032917;-0,4918546
SIAH2;seven in absentia 2;6,48910805;6,580646192;6,4811819;6,892716017;6,882518352;6,926193971;6,934977711;7,054729618;0,06626232;0,053090616;0,067402838;0,00818593;-0,041084394;-0,047690988;-0,049019661;-0,067133937;6,610913;6,949605;-0,338692
SIN3B;"""transcriptional regulator, SIN3B (yeast)""";7,637831421;8,076051483;7,792047915;8,170989747;8,274665612;8,189470993;8,501680176;8,563576611;0,088819683;0,036540774;0,070421917;0,0252148;-0,044882597;-0,034124655;-0,073548839;-0,081364806;7,91923;8,382349;-0,463119
SIPA1L2;signal-induced proliferation-associated 1 like 2;6,297597073;6,083088844;6,236539893;6,157688181;6,414324791;6,358752901;6,440148397;6,569265995;0,022965341;0,056245014;0,032437998;0,044671371;-0,03561609;-0,026643806;-0,039785406;-0,060631912;6,1937284;6,445623;-0,2518946
SKINT2;selection and upkeep of intraepithelial T cells 2;4,133830114;4,622953008;4,199132835;4,593617959;4,967153607;4,842225204;5,057269346;4,749720191;0,157065138;0,05732743;0,143749172;0,063309179;-0,132144844;-0,103670378;-0,152684589;-0,082586054;4,3873835;4,904092;-0,5167085
SKINT3;selection and upkeep of intraepithelial T cells 3;4,756585179;4,95088264;4,804976021;5,085200534;5,171795403;5,353143547;5,088120278;5,132511804;0,082872204;0,045409278;0,073541858;0,019511145;-0,055595336;-0,092609611;-0,038516727;-0,047577312;4,899411;5,186393;-0,286982
SKINT4;selection and upkeep of intraepithelial T cells 4;4,952742021;5,450562244;4,945651528;5,345164396;6,41603703;6,026290413;5,759357077;5,781340737;0,17395871;0,090929944;0,175141295;0,108508686;-0,240166054;-0,164831307;-0,113235336;-0,117484593;5,1735306;5,995756;-0,8222254
SKINT9;selection and upkeep of intraepithelial T cells 9;4,554062868;5,113914808;4,596249235;5,241722203;6,139255893;5,997925993;5,777896847;5,599360154;0,225316342;0,130080909;0,218140093;0,108339817;-0,258950453;-0,229968546;-0,184848128;-0,148236386;4,8764873;5,8786097;-1,0021224
SLAMF6;SLAM family member 6;8,449200247;8,579373788;8,154613915;8,701943327;8,224993162;8,114284371;7,898427718;8,026444053;-0,047503284;-0,06364176;-0,010981466;-0,078837517;0,029073499;0,042142215;0,067623202;0,052511402;8,471283;8,066037;0,405246
SLC10A4 | GM5868;"""solute carrier family 10 (sodium/bile acid cotransporter family), member 4 | predicted gene 5868""";6,197425173;6,046539699;6,407954036;6,076252326;5,726844527;5,853414942;5,726919227;5,995315256;-0,063821782;-0,037921469;-0,099960208;-0,043021803;0,073632369;0,053158488;0,073620286;0,03020486;6,182043;5,8256235;0,3564195
SLC12A6 | GM10792;"""solute carrier family 12, member 6 | predicted gene 10792""";6,829673943;6,579381996;6,52154307;7,021902678;6,498076064;6,4657298;6,281575669;6,07716925;-0,078828697;-0,03929209;-0,030155739;-0,109193525;0,035625523;0,040426007;0,06775618;0,09809198;6,7381253;6,330638;0,4074873
SLC13A1;"""solute carrier family 13 (sodium/sulfate symporters), member 1""";3,96151969;3,800582469;3,864787068;3,796265204;3,656238737;3,77053272;3,520515315;3,444138609;-0,101077797;-0,056346377;-0,074191615;-0,055146423;0,051753345;0,022111165;0,086953257;0,106761579;3,8557887;3,5978563;0,2579324
SLC16A1;"""solute carrier family 16 (monocarboxylic acid transporters), member 1""";9,291543909;9,61561085;9,272882909;9,243848812;9,649499388;9,823025897;9,55393716;9,585205086;0,037436672;0,003864754;0,03936987;0,042377676;-0,031373375;-0,049920516;-0,021159339;-0,024501368;9,355971;9,652917;-0,296946
SLC16A10;"""solute carrier family 16 (monocarboxylic acid transporters), member 10""";6,423416345;7,004830427;6,464256109;6,428893215;7,032617278;6,998723182;7,039254254;7,178805992;0,090470442;0,008144579;0,084687698;0,08969494;-0,068730136;-0,06357933;-0,069738741;-0,090946087;6,580349;7,0623503;-0,4820013
SLC16A13;"""solute carrier family 16 (monocarboxylic acid transporters), member 13""";6,661385664;6,54799469;6,725350044;6,558235716;6,537785452;6,436403488;6,543035382;6,45007075;-0,026119311;-0,008652575;-0,035972379;-0,010230102;0,012902436;0,028209437;0,012109783;0,026145906;6,6232414;6,4918237;0,1314177
SLC16A6;"""solute carrier family 16 (monocarboxylic acid transporters), member 6""";6,359614946;6,442273135;6,10075778;6,366964269;6,534763785;6,568104644;6,614792922;6,630501506;0,034526285;0,021977678;0,073824229;0,03341056;-0,034406766;-0,039684387;-0,047074811;-0,049561368;6,3174024;6,587041;-0,2696386
SLC20A1;"""solute carrier family 20, member 1""";8,573509892;8,466424893;8,588407073;8,478854324;8,803676646;8,687812235;8,603325281;8,906316277;0,020201876;0,032439767;0,018499395;0,031019306;-0,032471464;-0,018883198;-0,008974796;-0,044508763;8,526799;8,750282;-0,223483
SLC22A13;"""solute carrier family 22 (organic cation transporter), member 13""";6,558843198;6,464973003;6,570388932;6,387370743;6,002496791;6,353489097;5,934369426;5,958745859;-0,081911125;-0,066426808;-0,083815647;-0,053625961;0,075884084;0,021846975;0,08637265;0,08261977;6,4953938;6,0622754;0,4331184
SLC22A3;"""solute carrier family 22 (organic cation transporter), member 3""";6,014640564;6,337285245;6,600845238;6,032062183;6,563209583;6,661856781;6,873528488;6,709418555;0,102560814;0,054419287;0,015093735;0,09996135;-0,050751045;-0,066544179;-0,100432212;-0,074158682;6,246208;6,7020035;-0,4557955
SLC25A1;"""solute carrier family 25 (mitochondrial carrier, citrate transporter), member 1""";8,288283368;8,520179591;8,799640131;8,282322274;8,952014486;9,523023578;9,74468946;9,643383477;0,124394821;0,099896438;0,070373184;0,125024573;-0,056583232;-0,123977965;-0,150140619;-0,138183735;8,472607;9,465777;-0,99317
SLC25A10;"""solute carrier family 25 (mitochondrial carrier, dicarboxylate transporter), member 10""";7,196780559;7,356420813;7,234331591;7,479752717;7,550428439;7,851415016;8,089637627;7,901531075;0,083008628;0,062667764;0,078223993;0,046953197;-0,03192745;-0,0730637;-0,105621912;-0,079913131;7,316821;7,8482533;-0,5314323
SLC25A19;"""solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19""";6,700379086;7,009567515;6,982655996;7,187135362;7,340728419;7,401350197;7,797718107;7,527801526;0,10862464;0,067492199;0,071072335;0,043869714;-0,053199054;-0,061896664;-0,118764905;-0,080039063;6,9699345;7,5168996;-0,5469651
SLC25A25;"""solute carrier family 25 (mitochondrial carrier, phosphate carrier), member 25""";6,616071772;6,58620725;6,414519454;6,684584853;6,679170396;6,798104423;6,863463997;6,953469488;0,030406485;0,034783167;0,059944226;0,020365808;-0,015789952;-0,033877825;-0,043817922;-0,05750625;6,575346;6,823552;-0,248206
SLC25A35;"""solute carrier family 25, member 35""";5,830098277;6,525277844;6,56717463;6,288194781;6,74130507;6,964307577;7,32746479;6,978624352;0,167476741;0,068206861;0,062224106;0,102061721;-0,069592404;-0,104974542;-0,162593978;-0,107246078;6,302686;7,0029254;-0,7002394
SLC25A42;"""solute carrier family 25, member 42""";6,492058979;6,726562356;6,58289907;6,597733306;6,722038823;6,773345067;6,977970795;6,883158536;0,050747624;0,016459136;0,037465216;0,035296192;-0,018519512;-0,026293405;-0,057298179;-0,042932279;6,5998135;6,8391285;-0,239315
SLC28A2;"""solute carrier family 28 (sodium-coupled nucleoside transporter), member 2""";8,251420993;8,141417719;8,096763792;8,565738896;7,877452543;7,944839148;7,708696188;7,602212807;-0,060144282;-0,046011039;-0,040273893;-0,100527912;0,046755829;0,03860143;0,067176899;0,080062367;8,263835;7,7833;0,480535
SLC2A4;"""solute carrier family 2 (facilitated glucose transporter), member 4""";6,709666581;7,28020347;7,505655249;7,431501725;7,503902281;7,711443747;8,204809605;7,953932483;0,144559431;0,071819542;0,043075849;0,05252996;-0,037632016;-0,066330639;-0,134552771;-0,099861737;7,2317567;7,8435216;-0,6117649
SLC2A5;"""solute carrier family 2 (facilitated glucose transporter), member 5""";5,140707049;4,536446659;4,749046154;4,945689344;5,51958573;5,47142514;5,512539677;5,319945528;0,057766607;0,168520694;0,129553614;0,093511144;-0,139710365;-0,129765937;-0,138255463;-0,098487705;4,8429723;5,4558744;-0,6129021
SLC2A9;"""solute carrier family 2 (facilitated glucose transporter), member 9""";6,707173452;6,790833045;6,520277027;6,844550872;6,154367069;6,218165536;6,074592369;6,313447915;-0,083524799;-0,097039769;-0,053332213;-0,105717731;0,083586358;0,074086472;0,095465179;0,059898486;6,7157087;6,190143;0,5255657
SLC35B2;"""solute carrier family 35, member B2""";6,351435962;6,321724314;6,400697252;6,373550375;6,459079049;6,416000611;6,489543081;6,470066445;0,016603495;0,021203767;0,008976341;0,013179508;-0,015282822;-0,008511454;-0,020071369;-0,017009897;6,361852;6,4586725;-0,0968205
SLC35E1;"""solute carrier family 35, member E1""";7,542995427;7,761402263;7,542514351;7,880499664;7,849992544;7,933508201;8,147902517;8,179867094;0,060392821;0,033186569;0,060452747;0,018350981;-0,021887849;-0,03275966;-0,060668851;-0,064829902;7,6818533;8,027818;-0,3459647
SLC38A9;"""solute carrier family 38, member 9""";7,607681696;7,342579705;7,66742221;7,41520857;7,245053986;7,195785769;7,138792573;7,359199946;-0,051553386;-0,014910305;-0,059810874;-0,024949254;0,035050772;0,041612673;0,049203444;0,019847979;7,508223;7,234708;0,273515
SLC39A10;"""solute carrier family 39 (zinc transporter), member 10""";7,315084964;8,142388457;7,721057834;7,575491043;8,400321413;8,508003742;8,337811181;8,288014407;0,127446451;0,028764535;0,07902144;0,09638485;-0,092581816;-0,106587442;-0,084451467;-0,077974686;7,6885056;8,383537;-0,6950314
SLC44A1;"""solute carrier family 44, member 1""";7,42902789;8,054766145;7,686145477;7,820703072;8,237201957;8,281274554;8,335925058;8,080625847;0,097735349;0,021738661;0,066508099;0,050165912;-0,0631857;-0,068874204;-0,075928011;-0,04297623;7,7476606;8,233757;-0,4860964
SLC4A10;"""solute carrier family 4, sodium bicarbonate cotransporter-like, member 10""";4,460923698;4,293815339;4,364331356;4,168383492;4,090033075;4,218348697;3,9550374;3,874547678;-0,105696641;-0,06427671;-0,081755001;-0,033186832;0,053641202;0,023951315;0,08487673;0,103500579;4,321863;4,0344915;0,2873715
SLC5A3;"""solute carrier family 5 (inositol transporters), member 3""";6,385653896;6,619200925;6,45226458;6,374705842;7,021371481;7,044262031;7,164287079;6,929846977;0,092939417;0,05976485;0,083477594;0,094494551;-0,087243573;-0,090788123;-0,109373732;-0,073071209;6,4579563;7,039942;-0,5819857
SLC5A4B;"""solute carrier family 5 (neutral amino acid transporters, system A), member 4b""";5,392219158;4,896205162;5,219933059;4,980160887;4,683969633;4,65386673;4,680187286;4,546018465;-0,161863217;-0,05498692;-0,124740675;-0,073076887;0,085542502;0,091419531;0,086280935;0,112474889;5,1221294;4,6410103;0,4811191
SLC5A9;"""solute carrier family 5 (sodium/glucose cotransporter), member 9""";5,38400578;5,275621081;5,343223367;5,125742978;5,478930888;5,552563164;5,59688102;5,443122202;0,024260957;0,043903429;0,031651921;0,071065717;-0,037254252;-0,051194087;-0,059584206;-0,030475062;5,2821484;5,5178747;-0,2357263
SLC6A11;"""solute carrier family 6 (neurotransmitter transporter, GABA), member 11""";5,723605146;5,244644406;5,636015322;5,221005722;5,159226231;5,159444642;4,938895583;4,843290896;-0,138977394;-0,043665883;-0,121547326;-0,038961868;0,05444913;0,054409101;0,09482996;0,112351792;5,456318;5,025214;0,431104
SLC6A19;"""solute carrier family 6 (neurotransmitter transporter), member 19""";6,75693479;6,860836862;7,021474143;7,088004669;6,596568027;6,708334898;6,58716156;6,643846728;-0,018534398;-0,034196505;-0,058410827;-0,06843958;0,048363245;0,032239488;0,049720245;0,041542706;6,931813;6,633978;0,297835
SLC7A1;"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""";6,938526264;7,075163403;7,049635684;6,774299604;7,050153206;7,334288105;7,507363419;7,582811917;0,058372633;0,039829608;0,043293974;0,080659832;-0,013039504;-0,053866969;-0,078736234;-0,089577461;6,959406;7,368654;-0,409248
SLC9A9;"""solute carrier family 9 (sodium/hydrogen exchanger), member 9""";8,893598743;9,122646791;8,85538429;9,123177488;9,253797402;9,300077816;9,265832952;9,363631225;0,043270589;0,018630732;0,047381511;0,018573642;-0,028348136;-0,033491147;-0,029685613;-0,040553656;8,998701;9,295835;-0,297134
SLCO3A1;"""solute carrier organic anion transporter family, member 3a1""";7,755143898;8,088208122;7,916677597;8,101577037;8,185020689;8,141091368;8,400370239;8,386523972;0,063190647;0,022957006;0,043677627;0,021342061;-0,027571628;-0,022056611;-0,054607245;-0,052868944;7,9654016;8,278252;-0,3128504
SLCO5A1;"""solute carrier organic anion transporter family, member 5A1""";5,599871071;5,755972444;5,743498475;5,468594374;5,902230727;5,860541555;5,85389508;6,048788648;0,053494451;0,027109769;0,029218154;0,075683198;-0,046126811;-0,038737713;-0,037559674;-0,07210312;5,641984;5,9163637;-0,2743797
SLCO6B1;"""solute carrier organic anion transporter family, member 6b1""";3,376471577;3,647322476;3,361377936;3,25797191;3,130632016;3,222816517;3,211720694;3,077596625;-0,068269895;-0,153963453;-0,063494472;-0,030778205;0,082137661;0,055110313;0,05836347;0,097686977;3,410786;3,1606915;0,2500945
SMO;smoothened homolog (Drosophila);8,036784216;8,222575676;7,811399271;7,903502453;8,235210275;8,146268885;8,542183178;8,574565809;0,040333269;0,018148042;0,067246327;0,056248351;-0,030229898;-0,019103275;-0,068632398;-0,072683485;7,9935656;8,3745575;-0,3809919
SMOK2B;sperm motility kinase 2B;5,329003886;5,24293159;5,480885408;5,172955773;4,921518223;5,205298063;5,050652848;5,004806266;-0,056175009;-0,039116022;-0,086276971;-0,025247256;0,072539413;0,019061075;0,048203981;0,056843773;5,3064446;5,045569;0,2608756
SMS;spermine synthase;8,839823845;9,076792785;8,900670785;8,903846871;9,349811058;9,213983484;9,272230574;9,52467257;0,053569682;0,028198748;0,047055142;0,046715096;-0,04697802;-0,031768249;-0,038290672;-0,066558753;8,930284;9,340174;-0,40989
SMS | GM8234;spermine synthase | spermine synthase pseudogene;8,55203535;8,72670339;8,561901371;8,540425016;8,953848835;8,833657411;8,880894226;9,096143945;0,043517926;0,023982594;0,042414484;0,044816456;-0,041718643;-0,027735199;-0,033230877;-0,058273699;8,595266;8,941135;-0,345869
SMYD2;SET and MYND domain containing 2;6,305497923;6,613355625;6,185471712;6,662755346;6,688524038;6,71402106;7,125757625;6,966448434;0,082661564;0,037873713;0,100123255;0,030686927;-0,038305316;-0,042263393;-0,106180076;-0,081449421;6,44177;6,8736877;-0,4319177
SNAP91;synaptosomal-associated protein 91;6,716864001;6,714127571;6,547341601;6,540879532;6,853526051;6,696809826;6,910941714;6,993263351;0,021383858;0,021782544;0,046082491;0,047023985;-0,033744943;-0,010106804;-0,042405179;-0,054822083;6,6298037;6,863635;-0,2338313
SNCG;"""synuclein, gamma""";6,742192695;7,166906033;6,709786493;7,045089498;7,38644946;7,672189668;8,027816682;7,549027427;0,119688403;0,064234622;0,123919602;0,080139909;-0,068024319;-0,109340176;-0,160761133;-0,091531854;6,9159937;7,6588707;-0,742877
SNORA28;"""small nucleolar RNA, H/ACA box 28""";5,014093009;5,107379387;5,345628107;4,791718783;5,739959112;5,542957907;5,25329993;5,618838208;0,094727089;0,077884635;0,034869854;0,134875798;-0,133325458;-0,094428581;-0,037237101;-0,109410757;5,064705;5,538764;-0,474059
SNORD14D | SNORD14C | HSPA8;"""small nucleolar RNA, C/D box 14D | small nucleolar RNA, C/D box 14C | heat shock protein 8""";7,48989383;7,965982324;7,672935112;7,981780646;8,83726319;8,748430353;8,464978356;9,028732661;0,145949705;0,091662752;0,125078053;0,089861316;-0,136238512;-0,124816957;-0,08837252;-0,160856426;7,777648;8,769851;-0,992203
SNORD14E;"""small nucleolar RNA, C/D box 14E""";7,340515329;7,266542843;7,915307778;7,390941532;8,770865046;8,351599153;8,051544889;8,74828717;0,134431781;0,143154362;0,066654241;0,128485698;-0,172837861;-0,116773732;-0,076650551;-0,169818754;7,478327;8,480574;-1,002247
SNORD37;"""small nucleolar RNA, C/D box 37""";4,502014022;3,937100868;4,340029818;5,003127975;5,326456184;5,288980121;5,592239032;6,070960864;0,191689469;0,293116353;0,220772794;0,101717363;-0,198149749;-0,189719766;-0,257935776;-0,365620965;4,445568;5,569659;-1,124091
SNRNP48;small nuclear ribonucleoprotein 48 (U11/U12);6,425637848;6,449535453;6,642193578;6,525032985;6,858584629;6,804594147;6,601140918;6,662483064;0,045465946;0,041915936;0,013296405;0,030700712;-0,053448934;-0,045156229;-0,013906693;-0,023328582;6,5106;6,731701;-0,221101
SNRPA;small nuclear ribonucleoprotein polypeptide A;9,0741035;9,06830544;8,96680737;8,977626363;9,211787362;9,201354122;9,117552231;9,170936607;0,011040764;0,011672677;0,022734646;0,021555516;-0,021068884;-0,019912425;-0,010623511;-0,016540834;9,02171;9,175407;-0,153697
SNRPN | SNURF;small nuclear ribonucleoprotein N | SNRPN upstream reading frame;5,432220904;5,51351761;5,4568625;5,703915992;5,694757263;5,775542578;6,236260207;5,944965076;0,081290493;0,06754141;0,077123051;0,035340805;-0,030421485;-0,045038952;-0,128402179;-0,075694619;5,526629;5,912882;-0,386253
SNTB1;"""syntrophin, basic 1""";6,524068948;6,601610459;6,804084208;6,586236377;6,911587627;6,951303562;7,546084952;7,113495022;0,085062569;0,074188124;0,045793143;0,07634419;-0,042628998;-0,048620239;-0,138344389;-0,073087196;6,629;7,1306176;-0,5016176
SNTG2;"""syntrophin, gamma 2""";5,332117431;5,160948371;5,130581174;5,159045618;4,969362514;5,064227604;5,009955386;5,093091622;-0,05918733;-0,02518581;-0,019153581;-0,024807841;0,043557584;0,025299106;0,035744762;0,019743711;5,1956735;5,034159;0,1615145
SNX16;sorting nexin 16;5,876884586;6,549677727;6,186091416;6,498493963;7,001746166;6,722241754;6,722417888;6,670921715;0,133117415;0,033875607;0,087507193;0,041425578;-0,11532076;-0,070797998;-0,070826055;-0,062623137;6,277787;6,7793317;-0,5015447
SNX18;sorting nexin 18;6,503288535;6,660592861;6,495392272;6,742840535;7,039696035;6,904759072;7,030008716;6,873748887;0,065895038;0,043300507;0,067029224;0,031486798;-0,066535175;-0,046091819;-0,065067517;-0,041393682;6,6005287;6,9620533;-0,3615246
SNX3;sorting nexin 3;9,371446639;9,694794733;9,340276596;9,715809076;9,887634844;9,910842635;10,10049964;9,948342804;0,059264549;0,026805845;0,062393496;0,024696358;-0,037463908;-0,039898994;-0,059798829;-0,043833714;9,530582;9,96183;-0,431248
SORBS1;sorbin and SH3 domain containing 1;6,594925213;7,30265034;7,093506917;6,777410127;7,174186513;7,531778378;7,762184038;7,422982722;0,11747401;0,022766974;0,050754328;0,09305407;-0,033428321;-0,084938769;-0,118128278;-0,069266955;6,942123;7,472783;-0,53066
SORL1;"""sortilin-related receptor, LDLR class A repeats-containing""";7,548503827;7,958447893;7,661944278;7,868188884;8,047120017;8,144988642;8,607126138;8,134537353;0,083189885;0,033399771;0,069411876;0,044362257;-0,03709743;-0,049710552;-0,109269948;-0,04836361;7,759271;8,233443;-0,474172
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057;Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein;8,197020928;7,913527032;8,144867235;7,936653343;7,912684357;7,892155519;7,574990531;7,645671827;-0,056810671;-0,020260884;-0,050086694;-0,023242471;0,016815712;0,019366506;0,058775589;0,049993141;8,0480175;7,756376;0,2916415
SPACA5;sperm acrosome associated 5;4,676654059;4,534997113;4,425772443;4,175534341;4,112677188;4,305748343;3,847564012;3,671887851;-0,173720661;-0,138168388;-0,110755787;-0,047952418;0,076475164;0,033119948;0,136007821;0,175456893;4,4532394;3,9844694;0,46877
SPATA4;spermatogenesis associated 4;2,711096858;2,759979318;2,837723146;2,819890627;2,557779084;2,682327743;2,605872323;2,602082582;-0,037933033;-0,056647495;-0,086411421;-0,07958431;0,080654093;0,035887404;0,063367877;0,064730028;2,7821727;2,6120152;0,1701575
SPATA7;spermatogenesis associated 7;4,925077746;5,296080318;5,003137218;5,175204956;4,901720122;4,485302524;4,829915563;4,770181191;-0,037561831;-0,115720619;-0,054006551;-0,090255912;0,03885485;0,120507361;0,05293452;0,064647429;5,099875;4,74678;0,353095
SPEM1;sperm maturation 1;5,337550187;4,978153208;5,190068285;4,768208511;4,771022469;4,841741145;4,420564207;4,499403805;-0,152026752;-0,074456533;-0,120195089;-0,029143253;0,058690505;0,044737906;0,127834948;0,112280114;5,068495;4,6331825;0,4353125
