Name,Description,FLT1,FLT2,FLT3,FLT4,AEM1,AEM2,AEM3,AEM4,Flight Mean,AEM Mean,F vs AEM,cluster
1700041G16RIK,RIKEN cDNA 1700041G16 gene,4.85068755,4.766869605,4.929867642,4.939056556,4.792001568,4.60688944,4.582275163,4.710064007,4.87162,4.6728077,0.1988123,H
I830077J02RIK,RIKEN cDNA I830077J02 gene,5.267145546,5.414446436,5.198529726,5.282442809,5.135790269,5.085127239,5.177455374,4.96839946,5.290641,5.091693,0.198948,I
SCAPER,S phase cyclin A-associated protein in the ER,7.912656235,7.829198346,7.652571932,7.80804896,7.623201715,7.657341049,7.500992686,7.624518004,7.8006186,7.6015134,0.1991052,G
1300002K09RIK,RIKEN cDNA 1300002K09 gene,5.898655686,5.812140858,5.970840846,5.854288085,5.700489457,5.714997388,5.606828658,5.716644458,5.883981,5.68474,0.199241,D
TMEM87A,transmembrane protein 87A,8.83225694,8.819556884,8.674023493,8.889482831,8.655975451,8.687464999,8.465173744,8.606631964,8.803829,8.603811,0.200018,F
DNAHC17,"""dynein, axonemal, heavy chain 17""",5.091165295,4.830412731,5.021534953,5.019291732,4.842205884,4.826946306,4.754422464,4.736424914,4.990601,4.79,0.200601,C
LY6G6F,"""lymphocyte antigen 6 complex, locus G6F""",5.926054767,5.921276426,6.00455542,5.714190363,5.640677513,5.67886574,5.791070887,5.651150541,5.8915195,5.690441,0.2010785,J
IL18BP,interleukin 18 binding protein,7.795337783,7.765303664,7.697713529,7.931110299,7.560209716,7.691807677,7.559348328,7.566755619,7.797366,7.5945306,0.2028354,H
OLFR248,olfactory receptor 248,3.767991841,3.75508375,3.857143874,3.899103082,3.586687273,3.709482768,3.585767563,3.584675972,3.8198307,3.6166534,0.2031773,E
2200002K05RIK,RIKEN cDNA 2200002K05 gene,5.620215676,5.647107163,5.808382386,5.591489682,5.478181831,5.572212879,5.336479067,5.465008487,5.6667986,5.4629703,0.2038283,A
LASS4,"""LAG1 homolog, ceramide synthase 4""",6.527943146,6.548057131,6.675784012,6.689403427,6.324133952,6.422519169,6.541605236,6.333089686,6.610297,6.405337,0.20496,F
PDK1,"""pyruvate dehydrogenase kinase, isoenzyme 1""",9.059718841,8.913640907,8.881076983,8.902542481,8.711570927,8.722766265,8.709132438,8.792162771,8.939245,8.733909,0.205336,B
FRMD8 | GM9783,FERM domain containing 8 | predicted gene 9783,5.529624768,5.355090637,5.4558855,5.542085637,5.32156317,5.254246973,5.128111306,5.354725301,5.4706717,5.264662,0.2060097,A
9130017K11RIK,RIKEN cDNA 9130017K11 gene,5.726766936,5.671276507,5.873084644,5.716980366,5.474459724,5.602554965,5.672592231,5.413222279,5.747027,5.5407076,0.20631939999999999,D
OLFR895,olfactory receptor 895,3.239173271,3.226458601,3.282725207,3.101590175,2.914125001,3.09177201,3.076588098,2.940005984,3.2124867,3.0056229,0.2068638,C
MTNR1A,melatonin receptor 1A,4.102462123,4.223116797,4.25155331,4.211380861,4.00390225,4.095114657,3.869055811,3.989409666,4.1971283,3.9893706,0.2077577,G
RPUSD3,RNA pseudouridylate synthase domain containing 3,6.536899868,6.277536057,6.443867284,6.412471162,6.235097952,6.22927865,6.237986134,6.125197155,6.4176936,6.2068896,0.210804,I
GRK4,G protein-coupled receptor kinase 4,4.277936828,4.352869771,4.230020884,4.467752475,4.017063649,4.240268456,4.058144851,4.167421534,4.332145,4.1207247,0.2114203,C
BARHL1,BarH-like 1 (Drosophila),5.855560878,5.582074771,5.763426139,5.628936185,5.58227184,5.4541947649999996,5.380769129,5.563700512,5.7074995,5.4952345,0.212265,F
OLFR1496,olfactory receptor 1496,3.12563757,3.209700109,3.364526944,3.207548979,3.003143676,3.127711983,3.032392581,2.892491661,3.2268534,3.0139349,0.2129185,I
PRSS48,"""protease, serine, 48""",4.83943499,4.916541547,4.964141096,4.893004207,4.612708204,4.694012324,4.691026848,4.762499421,4.9032803,4.6900616,0.2132187,E
BEST2,bestrophin 2,4.985358887,4.960871843,5.220253019,5.064047286,4.824440228,4.979239999,4.816866988,4.752973015,5.0576324,4.84338,0.2142524,A
2410124H12RIK,RIKEN cDNA 2410124H12 gene,4.816527358,4.64599756,4.709940444,4.798774017,4.469913862,4.585861917,4.51107168,4.54232627,4.74281,4.527293,0.215517,F
HDAC8,histone deacetylase 8,6.967756075,7.059852537,6.954509936,7.145932928,6.876777037,6.756504904,6.729456448,6.896891142,7.032013,6.814907,0.217106,J
TRIM46,tripartite motif-containing 46,5.61565606,5.790181379,5.802830908,5.539910943,5.564265893,5.42911375,5.536248789,5.348923056,5.6871448000000004,5.469638,0.2175068,E
OLFR1352,olfactory receptor 1352,3.606157815,3.345482938,3.368778135,3.356352035,3.180826148,3.237784935,3.282833098,3.09149382,3.4191928,3.1982346,0.2209582,I
NLRC4,"""NLR family, CARD domain containing 4""",4.567167354,4.857737111,4.776444665,4.720297365,4.515836632,4.469225398,4.474496181,4.577971219,4.7304115,4.5093822,0.2210293,I
GM10791,predicted gene 10791,5.04572804,4.802374751,4.788599273,4.835758684,4.796915723,4.662950182,4.561145096,4.567079995,4.868115,4.6470227,0.2210923,E
AHRR,aryl-hydrocarbon receptor repressor,4.076961424,4.110706227,4.222821219,4.250004136,4.082741986,3.892229122,3.81460324,3.979331505,4.1651235,3.9422264,0.2228971,B
D19ERTD737E,"""DNA segment, Chr 19, ERATO Doi 737, expressed""",7.115134666,7.186692627,7.225306972,7.142927345,6.907240695,6.810984797,6.98596187,7.074211759,7.1675153,6.9445996,0.2229157,J
PEX5L,peroxisomal biogenesis factor 5-like,5.103523172,5.139978106,5.257737156,4.982010417,5.054253941,4.815047004,4.824464483,4.885883342,5.1208124,4.8949122,0.2259002,A
ADAMTSL1,ADAMTS-like 1,5.401140062,5.491990557,5.459442216,5.411732271,5.238632387,5.261139154,5.28919654,5.06582023,5.4410763,5.213697,0.2273793,C
TBC1D23,"""TBC1 domain family, member 23""",7.402984505,7.404221491,7.224012758,7.324163889,7.104244558,7.089685032,7.138887554,7.112298308,7.3388457,7.111279,0.2275667,H
PABPC6,"""poly(A) binding protein, cytoplasmic 6""",4.704237042,4.659020975,4.760579902,4.781889271,4.581518014,4.580184096,4.511840486,4.315916005,4.726432,4.4973645,0.2290675,G
BTBD16,BTB (POZ) domain containing 16,5.055865656,4.907256494,5.076152489,5.101157695,4.875518801,4.788431933,4.756550487,4.802636459,5.035108,4.8057847,0.2293233,D
PIP,prolactin induced protein,3.284242794,3.106856877,3.441478933,3.328155921,3.023453943,3.220025669,2.972726898,3.024216387,3.2901835,3.0601058,0.2300777,D
TRPC7,"""transient receptor potential cation channel, subfamily C, member 7""",4.796060617,4.774513271,4.617750782,4.731724494,4.599290124,4.395028248,4.543362203,4.458672199,4.730012,4.499088,0.230924,A
1700001O22RIK,RIKEN cDNA 1700001O22 gene,5.12159911,5.003921162,5.197361089,4.917525775,4.747454243,4.997113194,4.806857136,4.764665759,5.060102,4.8290224,0.2310796,H
RELN,reelin,5.534656931,5.544734894,5.711839313,5.482230731,5.313835482,5.4830655,5.255833014,5.296044979,5.5683656,5.337195,0.2311706,E
FAM124A,"""family with sequence similarity 124, member A""",6.091798932,6.192403056,6.200047279,6.362430444,6.088243152,6.101866089,5.868782266,5.854138729,6.21167,5.9782577,0.2334123,I
ASTN2,astrotactin 2,6.206425815,5.915763077,6.122871044,6.128022466,5.998280936,5.743516617,5.916234614,5.778899417,6.093271,5.859233,0.234038,I
NFKBIL1,nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1,7.245530029,6.962696678,6.948826013,6.987749324,6.821818732,6.838782562,6.742014015,6.80591246,7.0362005,6.8021317,0.2340688,F
HNRNPUL2,heterogeneous nuclear ribonucleoprotein U-like 2,10.23374297,10.17959079,9.969511594,10.17152478,10.05005668,9.937529134,9.748819443,9.873407213,10.138593,9.902453,0.23614,J
TTC33,tetratricopeptide repeat domain 33,7.844693257,8.096118067,7.861256946,8.118173371,7.853613598,7.752156807,7.672335393,7.694264281,7.9800606,7.7430925,0.2369681,D
TLR6,toll-like receptor 6,5.429379303,5.360396934,5.305576882,5.143208378,5.116602622,5.098772683,5.063078679,5.008552587,5.30964,5.0717516,0.2378884,A
AU018091,expressed sequence AU018091,4.610913957,4.462602047,4.747947105,4.448763429,4.249293934,4.452861317,4.312391906,4.302096553,4.5675564,4.3291607,0.2383957,E
BPI,bactericidal permeablility increasing protein,4.262188612,4.058812128,4.034097229,3.951722328,3.780128171,3.992846482,3.799798605,3.779418437,4.0767055,3.838048,0.2386575,G
USP50,ubiquitin specific peptidase 50,4.542260427,4.424545004,4.477292831,4.279182116,4.069250062,4.217286101,4.121422626,4.35918438,4.43082,4.191786,0.239034,E
PTCHD1,patched domain containing 1,3.709324912,3.787559053,3.927270962,3.73199614,3.565011029,3.650631711,3.470978873,3.512086972,3.7890377,3.5496771,0.2393606,A
DEFB30,defensin beta 30,5.895873058,5.742838201,5.928666025,5.724527396,5.566120986,5.547416435,5.65431941,5.566318931,5.8229766,5.583544,0.2394326,I
WDR31,WD repeat domain 31,5.867999907,5.769755809,5.817240112,5.703848989,5.602552676,5.533650896,5.605463144,5.453646726,5.789711,5.548828,0.240883,J
OLFR393,olfactory receptor 393,3.387030542,3.480237277,3.592944413,3.368520888,3.163486304,3.38358736,3.17983733,3.137584479,3.4571831,3.2161238,0.2410593,B
GABRB3,"""gamma-aminobutyric acid (GABA) A receptor, subunit beta 3""",5.311667574,5.189192843,5.319145081,5.02482712,5.079313398,4.991638186,4.936144088,4.867564116,5.2112083,4.968665,0.2425433,H
USP3,ubiquitin specific peptidase 3,9.966989855,9.923015086,9.79910101,10.05500137,9.792833777,9.714135831,9.625350064,9.63813759,9.936027,9.692615,0.243412,A
OLFR959,olfactory receptor 959,5.319735972,5.110341465,5.408869258,5.181909752,5.097036447,5.094946466,4.969816071,4.881783173,5.255214,5.0108953,0.2443187,A
UTS2D,urotensin 2 domain containing,3.86645791,3.688507293,3.758030435,3.70816622,3.605871343,3.525413573,3.43887521,3.470942818,3.7552905,3.5102756,0.2450149,B
RPUSD1,RNA pseudouridylate synthase domain containing 1,6.781612332,6.618752536,6.800711592,6.758971908,6.462247669,6.362925243,6.637807367,6.512371237,6.740012,6.493838,0.246174,J
GM15456,predicted gene 15456,5.274044783,5.432947383,5.37554708,5.400277819,5.138759211,5.166946408,5.158150576,5.033290483,5.370704,5.1242867,0.2464173,I
1110003O08RIK,RIKEN cDNA 1110003O08 gene,6.62276234,6.411306158,6.460815791,6.478115983,6.248688938,6.424357816,6.146673784,6.166595079,6.49325,6.246579,0.246671,B
AI894139 | ZFP783,expressed sequence AI894139 | zinc finger protein 783,6.042349416,6.030974696,6.003093082,6.067497761,5.673271903,5.925955583,5.666002066,5.891244998,6.035979,5.789119,0.24686,G
SLCO6B1,"""solute carrier organic anion transporter family, member 6b1""",3.376471577,3.647322476,3.361377936,3.25797191,3.130632016,3.222816517,3.211720694,3.077596625,3.410786,3.1606915,0.2500945,A
PDGFRL | GM9868,platelet-derived growth factor receptor-like | predicted gene 9868,5.574969896,5.388666419,5.661759413,5.371816557,5.21157245,5.367427557,5.323572679,5.092565239,5.4993033,5.2487845,0.2505188,B
KCNT1,"""potassium channel, subfamily T, member 1""",6.075536618,5.879005772,5.983197519,5.906412581,5.761407722,5.883961942,5.611208996,5.584325039,5.961038,5.710226,0.250812,E
GM8826,predicted gene 8826,4.476694469,4.20882812,4.505241923,4.529292616,4.2700327830000004,4.157777593,4.135883311,4.148078336,4.430014,4.177943,0.252071,B
MIR539,microRNA 539,3.729372986,3.4449120029999998,3.702443103,3.483819958,3.371812853,3.449914743,3.263478657,3.263629776,3.590137,3.3372092,0.2529278,B
1700074P13RIK,RIKEN cDNA 1700074P13 gene,3.467771025,3.614597297,3.688206773,3.426532911,3.20614279,3.478742255,3.159111606,3.33743399,3.5492768,3.2953575,0.2539193,H
CLEC2I,"""C-type lectin domain family 2, member i""",8.202707941,8.2113435,8.129672226,8.325309768,8.069917415,8.080836396,7.769447905,7.932698129,8.217258,7.9632244,0.2540336,H
GPCPD1,glycerophosphocholine phosphodiesterase GDE1 homolog (S. cerevisiae),8.374171,8.595244807,8.631646166,8.55218404,8.292374377,8.249368947,8.339582846,8.253962155,8.538312,8.283822,0.25449,H
SH2D6,SH2 domain containing 6,6.417972846,6.238495119,6.450518035,6.261462392,6.164848951,6.153777606,5.98788269,6.037375665,6.3421125,6.085971,0.2561415,G
MXI1,Max interacting protein 1,6.405820291,6.308204041,6.378922394,6.63598353,6.376684484,6.138494101,6.074006967,6.110329042,6.432233,6.1748786,0.2573544,H
TRP53I13 | ABHD15,transformation related protein 53 inducible protein 13 | abhydrolase domain containing 15,6.919298008,6.56607776,6.59252075,6.699034802,6.444457083,6.379996282,6.590967732,6.33190659,6.694233,6.436832,0.257401,C
PHF7,PHD finger protein 7,6.398999836,6.251267358,6.181559226,6.4702648,6.053662291,5.96784062,6.041628971,6.209327616,6.3255224,6.068115,0.2574074,J
SLC13A1,"""solute carrier family 13 (sodium/sulfate symporters), member 1""",3.96151969,3.800582469,3.864787068,3.796265204,3.656238737,3.77053272,3.520515315,3.444138609,3.8557887,3.5978563,0.2579324,J
APOLD1,apolipoprotein L domain containing 1,6.390469783,6.507286465,6.385653896,6.6972898,6.219373565,6.265637175,6.223694098,6.23819329,6.4951754,6.236725,0.2584504,I
IGLON5,IgLON family member 5,5.946035878,5.770018491,5.932561715,5.840225243,5.608675588,5.550956944,5.673548154,5.617155809,5.8722105000000004,5.612584,0.2596265,H
TRPC5,"""transient receptor potential cation channel, subfamily C, member 5""",4.354715358,4.139749954,4.289533761,4.002313998,4.0108598,3.870346211,4.068709263,3.797544273,4.196578,3.936865,0.259713,B
ALKBH3,"""alkB, alkylation repair homolog 3 (E. coli)""",7.912083448,7.879509214,7.804183238,8.085859155,7.686676211,7.528115384,7.718282237,7.70527009,7.9204087,7.659586,0.2608227,A
SMOK2B,sperm motility kinase 2B,5.329003886,5.24293159,5.480885408,5.172955773,4.921518223,5.205298063,5.050652848,5.004806266,5.3064446,5.045569,0.2608756,E
DLL3,delta-like 3 (Drosophila),5.503493407,5.268609915,5.247769462,5.257745741,5.16197049,5.05958056,5.080721543,4.929939675,5.3194046,5.058053,0.2613516,G
TCTN1 | HVCN1,tectonic family member 1 | hydrogen voltage-gated channel 1,6.770557791,6.684373359,6.611436183,6.730196779,6.393008569,6.472991955,6.349235363,6.532472616,6.6991415,6.4369273,0.2622142,D
PCK2,phosphoenolpyruvate carboxykinase 2 (mitochondrial),6.719504075,6.639418284,6.767003946,6.872680699,6.353963542,6.595019894,6.505868498,6.494475708,6.749652,6.487332,0.26232,G
THNSL2,threonine synthase-like 2 (bacterial),6.212333745,5.988994018,5.879916996,5.99026437,5.800671148,5.886391408,5.606200983,5.728734882,6.0178776,5.7555,0.2623776,C
USP29 | ZIM3,"""ubiquitin specific peptidase 29 | zinc finger, imprinted 3""",3.889728786,3.911666959,3.968681373,3.661541273,3.697066926,3.736109214,3.420555831,3.52696173,3.8579044,3.5951734,0.262731,I
GAP43,growth associated protein 43,5.344177097,5.132546352,5.338079108,5.459163572,5.125478721,5.009884809,5.014421774,5.071527785,5.3184915,5.0553284,0.2631631,J
TCL1B2,"""T-cell leukemia/lymphoma 1B, 2""",4.964063424,4.682525635,4.789742606,4.687925587,4.408469115,4.510354408,4.4953333110000004,4.657143254,4.7810645,4.5178246,0.2632399,J
GMFG,"""glia maturation factor, gamma""",8.56639358,8.399389203,8.337018002,8.622195561,8.336838477,8.284776333,8.033845357,8.212456864,8.481249,8.216979,0.26427,E
IDI2,isopentenyl-diphosphate delta isomerase 2,4.753927371,4.568807981,4.84958385,4.683323661,4.516093372,4.583624133,4.288989515,4.406168862,4.7139106,4.448719,0.2651916,F
TOP2A,topoisomerase (DNA) II alpha,2.993212425,3.069927105,3.024314099,2.729432256,2.826977185,2.645730548,2.542258463,2.737776817,2.9542215,2.6881857,0.2660358,G
VRK1,vaccinia related kinase 1,8.298663658,8.376563847,8.188514138,8.325492892,8.203229019,8.082716917,7.868605604,7.969961871,8.297309,8.031129,0.26618000000000003,H
TMEM190,transmembrane protein 190,5.388302299,5.023827258,5.152661522,5.224781198,4.944759432,5.066083905,4.884413973,4.823188107,5.197393,4.9296117,0.2677813,H
TROAP,trophinin associated protein,6.937201455,6.856439063,6.732822539,6.610602385,6.555710717,6.51425468,6.469106039,6.526190732,6.7842665,6.5163155,0.267951,F
EMILIN1,elastin microfibril interfacer 1,6.853074305,6.919802001,6.665975057,6.741633557,6.574125754,6.55547537,6.455402843,6.523674937,6.795121,6.527169,0.267952,J
ATP8B3,"""ATPase, class I, type 8B, member 3""",5.565619855,5.367298444,5.418699983,5.435578235,5.102896337,5.347587948,5.214383658,5.050089739,5.4467993,5.1787395,0.2680598,G
OLFR1419,olfactory receptor 1419,4.520730157,4.637801875,4.522818941,4.575795719,4.185476963,4.48504617,4.273050915,4.237907497,4.5642867,4.29537,0.2689167,G
EPPK1,epiplakin 1,6.80425418,6.815891278,6.678476279,6.557173766,6.407191723,6.471599011,6.513705252,6.385623111,6.713949,6.4445295,0.2694195,G
ABCA16,"""ATP-binding cassette, sub-family A (ABC1), member 16""",3.461752681,3.429525228,3.705474232,3.385312521,3.149838752,3.296279787,3.250322654,3.206243704,3.4955163,3.225671,0.2698453,B
TCSTV3,"""2-cell-stage, variable group, member 3""",4.386312032,4.035236584,4.243475565,4.274271149,3.951112756,3.92549913,4.019354741,3.962826885,4.2348237,3.9646983,0.2701254,C
ZFP287,zinc finger protein 287,5.02084309,4.999783986,5.287151614,5.104804321,4.780805205,4.838783233,4.864879343,4.845932148,5.103146,4.8326,0.270546,A
BC031353,cDNA sequence BC031353,7.827495742,7.998408966,7.609214039,7.77518445,7.443851976,7.646352439,7.539610635,7.4967129,7.802576,7.5316315,0.2709445,J
ZP4-PS,"""zona pellucida glycoprotein 4, pseudogene""",3.912477234,3.877347273,3.984088457,3.896716145,3.647506069,3.705106807,3.595484814,3.637719634,3.9176571,3.6464543,0.2712028,C
3110057O12RIK | GM2011,RIKEN cDNA 3110057O12 gene | predicted gene 2011,6.745979266,6.449631127,6.548315698,6.616466976,6.34343469,6.317731401,6.429899415,6.183772754,6.590098,6.3187094,0.2713886,I
OLFR109,olfactory receptor 109,4.737083854,4.676273453,4.781806475,4.52892998,4.403108951,4.261296056,4.533209268,4.438651104,4.6810236,4.409066,0.2719576,C
PHYHIPL | FAM13C,"""phytanoyl-CoA hydroxylase interacting protein-like | family with sequence similarity 13, member C""",4.687340334,4.341831554,4.536881834,4.494820508,4.246439805,4.141600811,4.311828627,4.271063048,4.5152187,4.242733,0.2724857,J
LRRC52,leucine rich repeat containing 52,5.80129302,5.771772393,5.80042888,5.921618897,5.612565259,5.631309345,5.532544254,5.425963717,5.823778,5.5505958,0.2731822,G
PHF20,PHD finger protein 20,5.325453786,5.351495769,5.410066572,5.481372847,4.947075303,5.267497808,5.123201728,5.137647151,5.3920975,5.1188555,0.273242,I
4930519G04RIK | GM9936,RIKEN cDNA 4930519G04 gene | predicted gene 9936,5.017696726,4.827834836,5.008231695,4.776180023,4.701955326,4.592571375,4.643294716,4.598767006,4.907486,4.634147,0.273339,G
SLC38A9,"""solute carrier family 38, member 9""",7.607681696,7.342579705,7.66742221,7.41520857,7.245053986,7.1957857690000004,7.138792573,7.359199946,7.508223,7.234708,0.273515,J
PAN2,PAN2 polyA specific ribonuclease subunit homolog (S. cerevisiae),7.169326709,7.105000639,6.839806504,6.936671588,6.706757423,6.771130883,6.705401845,6.772473936,7.0127015,6.738941,0.2737605,A
MIR302D,microRNA 302d,3.868471765,3.545430351,3.678835592,3.633634904,3.294904531,3.554154823,3.293690942,3.487913174,3.6815932,3.4076657,0.2739275,G
OLFR574,olfactory receptor 574,4.474863915,4.242235968,4.490185891,4.427422579,4.096048672,4.074788667,4.265189568,4.100064044,4.408677,4.1340227,0.2746543,A
OLFR117,olfactory receptor 117,3.942470723,3.706689073,3.564401179,3.725637385,3.522850745,3.369179864,3.482578703,3.463898782,3.7347996,3.459627,0.2751726,B
REG4,"""regenerating islet-derived family, member 4""",4.927026431,4.793488902,4.795772046,4.820920574,4.65279849,4.569184034,4.490423809,4.522332002,4.834302,4.5586843,0.2756177,B
CEACAM20,carcinoembryonic antigen-related cell adhesion molecule 20,5.97712514,5.891498038,5.816654254,5.764418818,5.581583725,5.699203445,5.47659489,5.585719308,5.862424,5.5857754,0.2766486,J
OLFR996,olfactory receptor 996,3.71587374,3.450302204,3.805797997,3.629219399,3.454364659,3.292290153,3.289263177,3.457191733,3.650298,3.3732774,0.2770206,B
GABRR1,"""gamma-aminobutyric acid (GABA) C receptor, subunit rho 1""",4.775696731,4.55698714,4.886563871,4.613085157,4.452578507,4.488837859,4.335701527,4.446120003,4.708083,4.430809,0.277274,C
MIR500,microRNA 500,5.160448576,4.929277328,5.093765307,4.986055853,4.855398903,4.745864878,4.684154257,4.762840255,5.0423865,4.7620645,0.280322,F
WDR25,WD repeat domain 25,5.757071515,5.538135515,5.635278053,5.469664456,5.25028604,5.41353052,5.314413795,5.298403071,5.6000376,5.3191586,0.280879,H
6030408B16RIK,RIKEN cDNA 6030408B16 gene,6.466939983,6.266221084,6.464518032,6.141741871,6.126101449,6.098423875,5.986559984,6.002975125,6.334855,6.0535154,0.2813396,A
GM5109,predicted pseudogene 5109,5.745326846,5.638029767,5.58732951,5.607653469,5.321915765,5.414652505,5.18939273,5.524891647,5.6445847,5.362713,0.2818717,F
PAPLN,"""papilin, proteoglycan-like sulfated glycoprotein""",6.238184933,5.971713016,6.085082303,6.083440582,5.59599727,5.972822815,5.854307636,5.826799088,6.0946054,5.812482,0.2821234,D
GLB1L3,"""galactosidase, beta 1 like 3""",3.69330901,3.466901583,3.625243119,3.760425448,3.488480206,3.419928898,3.298454351,3.210131986,3.6364698,3.3542488,0.282221,A
GRIN2C,"""glutamate receptor, ionotropic, NMDA2C (epsilon 3)""",5.524312476,5.558601057,5.516098221,5.213002945,5.169550056,5.173532586,5.240627906,5.08904306,5.4530034,5.168188,0.2848154,D
NR2E1,"""nuclear receptor subfamily 2, group E, member 1""",5.16269221,4.910646257,5.133258894,5.01572975,4.738409793,4.812857768,4.748710438,4.782708112,5.055582,4.770672,0.28491,F
F8,coagulation factor VIII,5.989157276,6.022575395,5.86708877,6.156296407,5.903865833,5.72963099,5.558203586,5.701187187,6.008779,5.723222,0.285557,B
EDAR,ectodysplasin-A receptor,5.696921243,5.566002527,5.908565658,5.605959634,5.465655843,5.295652729,5.439834681,5.429901263,5.694362,5.407761,0.286601,E
GM12877,predicted gene 12877,4.681826424,4.49022774,4.741513103,4.50017295,4.394301742,4.414508297,4.145142275,4.313093629,4.603435,4.3167615,0.2866735,I
EIF2A,eukaryotic translation initiation factor 2a,9.445052046,9.589846423,9.354507471,9.316546414,9.23466099,9.128199098,9.047414687,9.14883059,9.426488,9.139776,0.286712,C
H2-M10.2,"""histocompatibility 2, M region locus 10.2""",6.134291046,6.046274844,5.876239229,5.869126263,5.804141864,5.85604723,5.478360078,5.640117818,5.9814825,5.694667,0.2868155,G
SLC4A10,"""solute carrier family 4, sodium bicarbonate cotransporter-like, member 10""",4.460923698,4.293815339,4.364331356,4.168383492,4.090033075,4.218348697,3.9550374,3.874547678,4.321863,4.0344915,0.2873715,I
RTDR1,rhabdoid tumor deletion region gene 1,5.129636115,5.246709525,5.469142454,5.495072603,5.093043575,5.014027113,5.168595101,4.913571952,5.33514,5.0473094,0.2878306,A
BCAS3,breast carcinoma amplified sequence 3,7.52821561,7.427403446,7.211200411,7.345531461,6.922192691,6.986650185,7.255380657,7.191539259,7.3780875,7.0889406,0.2891469,J
KRTAP16-9,keratin associated protein 16-9,4.760031668,4.584046068,4.726976284,4.459940547,4.544586143,4.342453086,4.212808282,4.270887203,4.6327486,4.342684,0.2900646,A
GM10538,predicted gene 10538,5.024115432,4.898047678,5.033160088,4.908490913,4.628055629,4.747643476,4.486673483,4.840142961,4.965954,4.6756287,0.2903253,A
GM534,predicted gene 534,3.780894334,3.64527794,3.726545289,3.867868339,3.551280864,3.30599802,3.420061747,3.581673687,3.7551465,3.4647536,0.2903929,H
4933407H18RIK,RIKEN cDNA 4933407H18 gene,6.731195743,6.6795011,6.418878248,6.389349837,6.319527574,6.155846819,6.258561704,6.321459547,6.5547314,6.2638493,0.2908821,A
GM10113,predicted gene 10113,4.928881001,4.885499065,4.797582054,4.816010498,4.746431441,4.600199042,4.441303973,4.47635968,4.8569937,4.5660734,0.2909203,E
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057,Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein,8.197020928,7.913527032,8.144867235,7.936653343,7.912684357,7.892155519,7.574990531,7.645671827,8.0480175,7.756376,0.2916415,B
NKAIN3,Na+/K+ transporting ATPase interacting 3,4.418283702,4.370777331,4.640767174,4.272025115,4.169601534,4.222293271,4.116513697,4.021471236,4.425463,4.13247,0.292993,J
2200002J24RIK,RIKEN cDNA 2200002J24 gene,4.590213155,4.37947516,4.579655138,4.404171936,4.109555412,4.433418452,4.171673985,4.066875154,4.4883785,4.1953807,0.2929978,D
ASB12,ankyrin repeat and SOCS box-containing 12,4.815528261,4.864846378,4.970627847,4.645736154,4.445283476,4.561096625,4.637182931,4.470939585,4.8241844,4.5286255,0.2955589,J
1700123I01RIK,RIKEN cDNA 1700123I01 gene,5.024848823,4.838624132,4.824978569,4.656427307,4.403289076,4.48279865,4.612613952,4.660255754,4.83622,4.539739,0.296481,A
HTR1D,5-hydroxytryptamine (serotonin) receptor 1D,4.987742281,4.600357218,4.876669983,4.675991763,4.656060553,4.516957649,4.319363885,4.46180464,4.78519,4.488547,0.296643,G
H2-M3,"""histocompatibility 2, M region locus 3""",6.175271012,6.381216726,6.29258247,6.48764576,6.021091727,6.118690219,6.079883542,5.929084675,6.3341794,6.0371876,0.2969918,B
SLC6A19,"""solute carrier family 6 (neurotransmitter transporter), member 19""",6.75693479,6.860836862,7.021474143,7.088004669,6.596568027,6.708334898,6.58716156,6.643846728,6.931813,6.633978,0.297835,C
ILVBL,ilvB (bacterial acetolactate synthase)-like,7.905875033,7.869690238,7.731428906,8.107540487,7.577852737,7.60816725,7.497719171,7.734613607,7.903634,7.604588,0.299046,A
VMN1R67,vomeronasal 1 receptor 67,3.192645002,3.295990228,3.403296334,3.016371116,2.841688765,3.132769353,2.972626253,2.76436151,3.2270756,2.9278615,0.2992141,B
SERPINA3H | SERPINA3G | SERPINA3I,"""serine (or cysteine) peptidase inhibitor, clade A, member 3H | serine (or cysteine) peptidase inhibitor, clade A, member 3G | serine (or cysteine) peptidase inhibitor, clade A, member 3I""",6.769604354,6.840617027,6.76073677,7.0235371110000004,6.581607691,6.477917375,6.623739237,6.513716409,6.8486238,6.549245,0.2993788,A
GM13011,predicted gene 13011,5.051569876,5.203825041,5.379383143,5.081556441,4.978497467,4.731128193,4.968287415,4.840142961,5.179084,4.8795137,0.2995703,B
TSSK5,testis-specific serine kinase 5,5.404269261,5.083866934,5.404582178,5.180167939,5.125792358,4.774523066,4.968200146,5.005291398,5.268222,4.968452,0.29977,B
4930430J20RIK,RIKEN cDNA 4930430J20 gene,5.882318834,5.723805353,5.756626884,5.557613155,5.494815135,5.481937994,5.368350021,5.37382459,5.730091,5.4297323,0.3003587,A
CTNNA2,"""catenin (cadherin associated protein), alpha 2""",5.042939932,5.004865821,5.14894617,4.73951054,4.808034969,4.597545248,4.711678662,4.613399412,4.984066,4.682665,0.301401,H
