Name,Description,x,y,sample,value
SLC5A4B,"""solute carrier family 5 (neutral amino acid transporters, system A), member 4b""",3,1108,flight3,-0.124740675
SLC5A4B,"""solute carrier family 5 (neutral amino acid transporters, system A), member 4b""",4,1108,flight4,-0.073076887
SLC5A9,"""solute carrier family 5 (sodium/glucose cotransporter), member 9""",1,1109,flight1,0.024260957
SLC5A9,"""solute carrier family 5 (sodium/glucose cotransporter), member 9""",2,1109,flight2,0.043903429
SLC5A9,"""solute carrier family 5 (sodium/glucose cotransporter), member 9""",3,1109,flight3,0.031651921
SLC5A9,"""solute carrier family 5 (sodium/glucose cotransporter), member 9""",4,1109,flight4,0.071065717
SLC6A11,"""solute carrier family 6 (neurotransmitter transporter, GABA), member 11""",1,1110,flight1,-0.138977394
SLC6A11,"""solute carrier family 6 (neurotransmitter transporter, GABA), member 11""",2,1110,flight2,-0.043665883
SLC6A11,"""solute carrier family 6 (neurotransmitter transporter, GABA), member 11""",3,1110,flight3,-0.121547326
SLC6A11,"""solute carrier family 6 (neurotransmitter transporter, GABA), member 11""",4,1110,flight4,-0.038961868
SLC6A19,"""solute carrier family 6 (neurotransmitter transporter), member 19""",1,1111,flight1,-0.018534398
SLC6A19,"""solute carrier family 6 (neurotransmitter transporter), member 19""",2,1111,flight2,-0.034196505
SLC6A19,"""solute carrier family 6 (neurotransmitter transporter), member 19""",3,1111,flight3,-0.058410827
SLC6A19,"""solute carrier family 6 (neurotransmitter transporter), member 19""",4,1111,flight4,-0.06843958
SLC7A1,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""",1,1112,flight1,0.058372633
SLC7A1,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""",2,1112,flight2,0.039829608
SLC7A1,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""",3,1112,flight3,0.043293974
SLC7A1,"""solute carrier family 7 (cationic amino acid transporter, y+ system), member 1""",4,1112,flight4,0.080659832
SLC9A9,"""solute carrier family 9 (sodium/hydrogen exchanger), member 9""",1,1113,flight1,0.043270589
SLC9A9,"""solute carrier family 9 (sodium/hydrogen exchanger), member 9""",2,1113,flight2,0.018630732
SLC9A9,"""solute carrier family 9 (sodium/hydrogen exchanger), member 9""",3,1113,flight3,0.047381511
SLC9A9,"""solute carrier family 9 (sodium/hydrogen exchanger), member 9""",4,1113,flight4,0.018573642
SLCO3A1,"""solute carrier organic anion transporter family, member 3a1""",1,1114,flight1,0.063190647
SLCO3A1,"""solute carrier organic anion transporter family, member 3a1""",2,1114,flight2,0.022957006
SLCO3A1,"""solute carrier organic anion transporter family, member 3a1""",3,1114,flight3,0.043677627
SLCO3A1,"""solute carrier organic anion transporter family, member 3a1""",4,1114,flight4,0.021342061
SLCO5A1,"""solute carrier organic anion transporter family, member 5A1""",1,1115,flight1,0.053494451
SLCO5A1,"""solute carrier organic anion transporter family, member 5A1""",2,1115,flight2,0.027109769
SLCO5A1,"""solute carrier organic anion transporter family, member 5A1""",3,1115,flight3,0.029218154
SLCO5A1,"""solute carrier organic anion transporter family, member 5A1""",4,1115,flight4,0.075683198
SLCO6B1,"""solute carrier organic anion transporter family, member 6b1""",1,1116,flight1,-0.068269895
SLCO6B1,"""solute carrier organic anion transporter family, member 6b1""",2,1116,flight2,-0.153963453
SLCO6B1,"""solute carrier organic anion transporter family, member 6b1""",3,1116,flight3,-0.063494472
SLCO6B1,"""solute carrier organic anion transporter family, member 6b1""",4,1116,flight4,-0.030778205
SMO,smoothened homolog (Drosophila),1,1117,flight1,0.040333269
SMO,smoothened homolog (Drosophila),2,1117,flight2,0.018148042
SMO,smoothened homolog (Drosophila),3,1117,flight3,0.067246327
SMO,smoothened homolog (Drosophila),4,1117,flight4,0.056248351
SMOK2B,sperm motility kinase 2B,1,1118,flight1,-0.056175009
SMOK2B,sperm motility kinase 2B,2,1118,flight2,-0.039116022
SMOK2B,sperm motility kinase 2B,3,1118,flight3,-0.086276971
SMOK2B,sperm motility kinase 2B,4,1118,flight4,-0.025247256
SMS,spermine synthase,1,1119,flight1,0.053569682
SMS,spermine synthase,2,1119,flight2,0.028198748
SMS,spermine synthase,3,1119,flight3,0.047055142
SMS,spermine synthase,4,1119,flight4,0.046715096
SMS | GM8234,spermine synthase | spermine synthase pseudogene,1,1120,flight1,0.043517926
SMS | GM8234,spermine synthase | spermine synthase pseudogene,2,1120,flight2,0.023982594
SMS | GM8234,spermine synthase | spermine synthase pseudogene,3,1120,flight3,0.042414484
SMS | GM8234,spermine synthase | spermine synthase pseudogene,4,1120,flight4,0.044816456
SMYD2,SET and MYND domain containing 2,1,1121,flight1,0.082661564
SMYD2,SET and MYND domain containing 2,2,1121,flight2,0.037873713
SMYD2,SET and MYND domain containing 2,3,1121,flight3,0.100123255
SMYD2,SET and MYND domain containing 2,4,1121,flight4,0.030686927
SNAP91,synaptosomal-associated protein 91,1,1122,flight1,0.021383858
SNAP91,synaptosomal-associated protein 91,2,1122,flight2,0.021782544
SNAP91,synaptosomal-associated protein 91,3,1122,flight3,0.046082491
SNAP91,synaptosomal-associated protein 91,4,1122,flight4,0.047023985
SNCG,"""synuclein, gamma""",1,1123,flight1,0.119688403
SNCG,"""synuclein, gamma""",2,1123,flight2,0.064234622
SNCG,"""synuclein, gamma""",3,1123,flight3,0.123919602
SNCG,"""synuclein, gamma""",4,1123,flight4,0.080139909
SNORA28,"""small nucleolar RNA, H/ACA box 28""",1,1124,flight1,0.094727089
SNORA28,"""small nucleolar RNA, H/ACA box 28""",2,1124,flight2,0.077884635
SNORA28,"""small nucleolar RNA, H/ACA box 28""",3,1124,flight3,0.034869854
SNORA28,"""small nucleolar RNA, H/ACA box 28""",4,1124,flight4,0.134875798
SNORD14D | SNORD14C | HSPA8,"""small nucleolar RNA, C/D box 14D | small nucleolar RNA, C/D box 14C | heat shock protein 8""",1,1125,flight1,0.145949705
SNORD14D | SNORD14C | HSPA8,"""small nucleolar RNA, C/D box 14D | small nucleolar RNA, C/D box 14C | heat shock protein 8""",2,1125,flight2,0.091662752
SNORD14D | SNORD14C | HSPA8,"""small nucleolar RNA, C/D box 14D | small nucleolar RNA, C/D box 14C | heat shock protein 8""",3,1125,flight3,0.125078053
SNORD14D | SNORD14C | HSPA8,"""small nucleolar RNA, C/D box 14D | small nucleolar RNA, C/D box 14C | heat shock protein 8""",4,1125,flight4,0.089861316
SNORD14E,"""small nucleolar RNA, C/D box 14E""",1,1126,flight1,0.134431781
SNORD14E,"""small nucleolar RNA, C/D box 14E""",2,1126,flight2,0.143154362
SNORD14E,"""small nucleolar RNA, C/D box 14E""",3,1126,flight3,0.066654241
SNORD14E,"""small nucleolar RNA, C/D box 14E""",4,1126,flight4,0.128485698
SNORD37,"""small nucleolar RNA, C/D box 37""",1,1127,flight1,0.191689469
SNORD37,"""small nucleolar RNA, C/D box 37""",2,1127,flight2,0.293116353
SNORD37,"""small nucleolar RNA, C/D box 37""",3,1127,flight3,0.220772794
SNORD37,"""small nucleolar RNA, C/D box 37""",4,1127,flight4,0.101717363
SNRNP48,small nuclear ribonucleoprotein 48 (U11/U12),1,1128,flight1,0.045465946
SNRNP48,small nuclear ribonucleoprotein 48 (U11/U12),2,1128,flight2,0.041915936
SNRNP48,small nuclear ribonucleoprotein 48 (U11/U12),3,1128,flight3,0.013296405
SNRNP48,small nuclear ribonucleoprotein 48 (U11/U12),4,1128,flight4,0.030700712
SNRPA,small nuclear ribonucleoprotein polypeptide A,1,1129,flight1,0.011040764
SNRPA,small nuclear ribonucleoprotein polypeptide A,2,1129,flight2,0.011672677
SNRPA,small nuclear ribonucleoprotein polypeptide A,3,1129,flight3,0.022734646
SNRPA,small nuclear ribonucleoprotein polypeptide A,4,1129,flight4,0.021555516
SNRPN | SNURF,small nuclear ribonucleoprotein N | SNRPN upstream reading frame,1,1130,flight1,0.081290493
SNRPN | SNURF,small nuclear ribonucleoprotein N | SNRPN upstream reading frame,2,1130,flight2,0.06754141
SNRPN | SNURF,small nuclear ribonucleoprotein N | SNRPN upstream reading frame,3,1130,flight3,0.077123051
SNRPN | SNURF,small nuclear ribonucleoprotein N | SNRPN upstream reading frame,4,1130,flight4,0.035340805
SNTB1,"""syntrophin, basic 1""",1,1131,flight1,0.085062569
SNTB1,"""syntrophin, basic 1""",2,1131,flight2,0.074188124
SNTB1,"""syntrophin, basic 1""",3,1131,flight3,0.045793143
SNTB1,"""syntrophin, basic 1""",4,1131,flight4,0.07634419
SNTG2,"""syntrophin, gamma 2""",1,1132,flight1,-0.05918733
SNTG2,"""syntrophin, gamma 2""",2,1132,flight2,-0.02518581
SNTG2,"""syntrophin, gamma 2""",3,1132,flight3,-0.019153581
SNTG2,"""syntrophin, gamma 2""",4,1132,flight4,-0.024807841
SNX16,sorting nexin 16,1,1133,flight1,0.133117415
SNX16,sorting nexin 16,2,1133,flight2,0.033875607
SNX16,sorting nexin 16,3,1133,flight3,0.087507193
SNX16,sorting nexin 16,4,1133,flight4,0.041425578
SNX18,sorting nexin 18,1,1134,flight1,0.065895038
SNX18,sorting nexin 18,2,1134,flight2,0.043300507
SNX18,sorting nexin 18,3,1134,flight3,0.067029224
SNX18,sorting nexin 18,4,1134,flight4,0.031486798
SNX3,sorting nexin 3,1,1135,flight1,0.059264549
SNX3,sorting nexin 3,2,1135,flight2,0.026805845
SNX3,sorting nexin 3,3,1135,flight3,0.062393496
SNX3,sorting nexin 3,4,1135,flight4,0.024696358
SORBS1,sorbin and SH3 domain containing 1,1,1136,flight1,0.11747401
SORBS1,sorbin and SH3 domain containing 1,2,1136,flight2,0.022766974
SORBS1,sorbin and SH3 domain containing 1,3,1136,flight3,0.050754328
SORBS1,sorbin and SH3 domain containing 1,4,1136,flight4,0.09305407
SORL1,"""sortilin-related receptor, LDLR class A repeats-containing""",1,1137,flight1,0.083189885
SORL1,"""sortilin-related receptor, LDLR class A repeats-containing""",2,1137,flight2,0.033399771
SORL1,"""sortilin-related receptor, LDLR class A repeats-containing""",3,1137,flight3,0.069411876
SORL1,"""sortilin-related receptor, LDLR class A repeats-containing""",4,1137,flight4,0.044362257
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057,Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein,1,1138,flight1,-0.056810671
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057,Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein,2,1138,flight2,-0.020260884
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057,Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein,3,1138,flight3,-0.050086694
SP140 | ARHGEF12 | C130026I21RIK | A530032D15RIK | LOC100040994 | LOC100041057,Sp140 nuclear body protein | Rho guanine nucleotide exchange factor (GEF) 12 | RIKEN cDNA C130026I21 gene | RIKEN cDNA A530032D15Rik gene | similar to RIKEN cDNA C130026I21 gene | similar to C130026I21Rik protein,4,1138,flight4,-0.023242471
SPACA5,sperm acrosome associated 5,1,1139,flight1,-0.173720661
SPACA5,sperm acrosome associated 5,2,1139,flight2,-0.138168388
SPACA5,sperm acrosome associated 5,3,1139,flight3,-0.110755787
SPACA5,sperm acrosome associated 5,4,1139,flight4,-0.047952418
SPATA4,spermatogenesis associated 4,1,1140,flight1,-0.037933033
SPATA4,spermatogenesis associated 4,2,1140,flight2,-0.056647495
SPATA4,spermatogenesis associated 4,3,1140,flight3,-0.086411421
SPATA4,spermatogenesis associated 4,4,1140,flight4,-0.07958431
SPATA7,spermatogenesis associated 7,1,1141,flight1,-0.037561831
SPATA7,spermatogenesis associated 7,2,1141,flight2,-0.115720619
SPATA7,spermatogenesis associated 7,3,1141,flight3,-0.054006551
SPATA7,spermatogenesis associated 7,4,1141,flight4,-0.090255912
SPEM1,sperm maturation 1,1,1142,flight1,-0.152026752
SPEM1,sperm maturation 1,2,1142,flight2,-0.074456533
SPEM1,sperm maturation 1,3,1142,flight3,-0.120195089
SPEM1,sperm maturation 1,4,1142,flight4,-0.029143253
SPG7,spastic paraplegia 7 homolog (human),1,1143,flight1,0.045971168
SPG7,spastic paraplegia 7 homolog (human),2,1143,flight2,0.021721033
SPG7,spastic paraplegia 7 homolog (human),3,1143,flight3,0.05679434
SPG7,spastic paraplegia 7 homolog (human),4,1143,flight4,0.015471162
SPINK2,"""serine peptidase inhibitor, Kazal type 2""",1,1144,flight1,-0.18933407
SPINK2,"""serine peptidase inhibitor, Kazal type 2""",2,1144,flight2,-0.0384899
SPINK2,"""serine peptidase inhibitor, Kazal type 2""",3,1144,flight3,-0.135537418
SPINK2,"""serine peptidase inhibitor, Kazal type 2""",4,1144,flight4,-0.086270596
SPNB4,spectrin beta 4,1,1145,flight1,-0.049472274
SPNB4,spectrin beta 4,2,1145,flight2,-0.023518755
SPNB4,spectrin beta 4,3,1145,flight3,-0.011987172
SPNB4,spectrin beta 4,4,1145,flight4,-0.032579482
SPON2,"""spondin 2, extracellular matrix protein""",1,1146,flight1,0.112576784
SPON2,"""spondin 2, extracellular matrix protein""",2,1146,flight2,0.107932217
SPON2,"""spondin 2, extracellular matrix protein""",3,1146,flight3,0.063948242
SPON2,"""spondin 2, extracellular matrix protein""",4,1146,flight4,0.117926859
SPR,sepiapterin reductase,1,1147,flight1,0.02663395
SPR,sepiapterin reductase,2,1147,flight2,0.025597393
SPR,sepiapterin reductase,3,1147,flight3,0.010100302
SPR,sepiapterin reductase,4,1147,flight4,0.030004182
SRC,Rous sarcoma oncogene,1,1148,flight1,0.036402472
SRC,Rous sarcoma oncogene,2,1148,flight2,0.047088465
SRC,Rous sarcoma oncogene,3,1148,flight3,0.047544111
SRC,Rous sarcoma oncogene,4,1148,flight4,0.008185082
SREBF1,sterol regulatory element binding transcription factor 1,1,1149,flight1,0.049046701
SREBF1,sterol regulatory element binding transcription factor 1,2,1149,flight2,0.04745759
SREBF1,sterol regulatory element binding transcription factor 1,3,1149,flight3,0.078567756
SREBF1,sterol regulatory element binding transcription factor 1,4,1149,flight4,0.039412927
SRM,spermidine synthase,1,1150,flight1,0.125020472
SRM,spermidine synthase,2,1150,flight2,0.078752325
SRM,spermidine synthase,3,1150,flight3,0.112223774
SRM,spermidine synthase,4,1150,flight4,0.078430949
SRPK1,serine/arginine-rich protein specific kinase 1,1,1151,flight1,0.031777729
SRPK1,serine/arginine-rich protein specific kinase 1,2,1151,flight2,0.007428667
SRPK1,serine/arginine-rich protein specific kinase 1,3,1151,flight3,0.016811482
SRPK1,serine/arginine-rich protein specific kinase 1,4,1151,flight4,0.035331087
ST13,suppression of tumorigenicity 13,1,1152,flight1,0.090581567
ST13,suppression of tumorigenicity 13,2,1152,flight2,0.055632307
ST13,suppression of tumorigenicity 13,3,1152,flight3,0.089203329
ST13,suppression of tumorigenicity 13,4,1152,flight4,0.053849762
ST3GAL2,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 2""",1,1153,flight1,0.070073942
ST3GAL2,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 2""",2,1153,flight2,0.037483352
ST3GAL2,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 2""",3,1153,flight3,0.060326695
ST3GAL2,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 2""",4,1153,flight4,0.032275307
ST3GAL3,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 3""",1,1154,flight1,0.069010503
ST3GAL3,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 3""",2,1154,flight2,0.048522167
ST3GAL3,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 3""",3,1154,flight3,0.041695674
ST3GAL3,"""ST3 beta-galactoside alpha-2,3-sialyltransferase 3""",4,1154,flight4,0.039336656
ST8SIA1,"""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""",1,1155,flight1,0.009532405
ST8SIA1,"""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""",2,1155,flight2,0.019381014
ST8SIA1,"""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""",3,1155,flight3,0.0396306
ST8SIA1,"""ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1""",4,1155,flight4,0.042779042
STAT1,signal transducer and activator of transcription 1,1,1156,flight1,0.040580647
STAT1,signal transducer and activator of transcription 1,2,1156,flight2,0.012239541
STAT1,signal transducer and activator of transcription 1,3,1156,flight3,0.047496995
STAT1,signal transducer and activator of transcription 1,4,1156,flight4,0.018597418
STEAP4,STEAP family member 4,1,1157,flight1,0.151783592
STEAP4,STEAP family member 4,2,1157,flight2,0.073525401
STEAP4,STEAP family member 4,3,1157,flight3,0.097307399
STEAP4,STEAP family member 4,4,1157,flight4,0.062273659
STIP1,stress-induced phosphoprotein 1,1,1158,flight1,0.090808527
STIP1,stress-induced phosphoprotein 1,2,1158,flight2,0.063662861
STIP1,stress-induced phosphoprotein 1,3,1158,flight3,0.098785348
STIP1,stress-induced phosphoprotein 1,4,1158,flight4,0.09667639
STK16 | TUBA4A,"""serine/threonine kinase 16 | tubulin, alpha 4A""",1,1159,flight1,0.048136883
STK16 | TUBA4A,"""serine/threonine kinase 16 | tubulin, alpha 4A""",2,1159,flight2,0.040661734
STK16 | TUBA4A,"""serine/threonine kinase 16 | tubulin, alpha 4A""",3,1159,flight3,0.033843638
STK16 | TUBA4A,"""serine/threonine kinase 16 | tubulin, alpha 4A""",4,1159,flight4,0.013650359
STON1,stonin 1,1,1160,flight1,-0.127309448
STON1,stonin 1,2,1160,flight2,-0.142415377
STON1,stonin 1,3,1160,flight3,-0.04157793
STON1,stonin 1,4,1160,flight4,-0.107400989
STRN3,"""striatin, calmodulin binding protein 3""",1,1161,flight1,0.042864265
STRN3,"""striatin, calmodulin binding protein 3""",2,1161,flight2,0.020976009
STRN3,"""striatin, calmodulin binding protein 3""",3,1161,flight3,0.029032631
STRN3,"""striatin, calmodulin binding protein 3""",4,1161,flight4,0.01890608
STYX,serine/threonine/tyrosine interaction protein,1,1162,flight1,0.052128766
STYX,serine/threonine/tyrosine interaction protein,2,1162,flight2,0.01987684
STYX,serine/threonine/tyrosine interaction protein,3,1162,flight3,0.039193694
STYX,serine/threonine/tyrosine interaction protein,4,1162,flight4,0.046087194
SUMO2,SMT3 suppressor of mif two 3 homolog 2 (yeast),1,1163,flight1,0.014380243
SUMO2,SMT3 suppressor of mif two 3 homolog 2 (yeast),2,1163,flight2,0.002162311
SUMO2,SMT3 suppressor of mif two 3 homolog 2 (yeast),3,1163,flight3,0.013024466
SUMO2,SMT3 suppressor of mif two 3 homolog 2 (yeast),4,1163,flight4,0.010710665
SUMO2 | MIR684-1 | MIR684-2 | GM13430 | SMT3H2-PS2 | SMT3H2-PS,"""SMT3 suppressor of mif two 3 homolog 2 (yeast) | microRNA 684-1 | microRNA 684-2 | predicted gene 13430 | SMT3 suppressor of mif two 3 homolog 2, pseudogene 2 (S. cerevisiae) | SMT3 suppressor of mif two 3 homolog 2, pseudogene (S. cerevisiae)""",1,1164,flight1,0.009657658
SUMO2 | MIR684-1 | MIR684-2 | GM13430 | SMT3H2-PS2 | SMT3H2-PS,"""SMT3 suppressor of mif two 3 homolog 2 (yeast) | microRNA 684-1 | microRNA 684-2 | predicted gene 13430 | SMT3 suppressor of mif two 3 homolog 2, pseudogene 2 (S. cerevisiae) | SMT3 suppressor of mif two 3 homolog 2, pseudogene (S. cerevisiae)""",2,1164,flight2,0.006879981
SUMO2 | MIR684-1 | MIR684-2 | GM13430 | SMT3H2-PS2 | SMT3H2-PS,"""SMT3 suppressor of mif two 3 homolog 2 (yeast) | microRNA 684-1 | microRNA 684-2 | predicted gene 13430 | SMT3 suppressor of mif two 3 homolog 2, pseudogene 2 (S. cerevisiae) | SMT3 suppressor of mif two 3 homolog 2, pseudogene (S. cerevisiae)""",3,1164,flight3,0.00995247
SUMO2 | MIR684-1 | MIR684-2 | GM13430 | SMT3H2-PS2 | SMT3H2-PS,"""SMT3 suppressor of mif two 3 homolog 2 (yeast) | microRNA 684-1 | microRNA 684-2 | predicted gene 13430 | SMT3 suppressor of mif two 3 homolog 2, pseudogene 2 (S. cerevisiae) | SMT3 suppressor of mif two 3 homolog 2, pseudogene (S. cerevisiae)""",4,1164,flight4,0.009707832
SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),1,1165,flight1,0.06524362
SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),2,1165,flight2,0.02894424
SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),3,1165,flight3,0.083344621
SUPT3H,suppressor of Ty 3 homolog (S. cerevisiae),4,1165,flight4,0.030036367
SUV39H2 | DCLRE1C,"""suppressor of variegation 3-9 homolog 2 (Drosophila) | DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)""",1,1166,flight1,0.06422667
SUV39H2 | DCLRE1C,"""suppressor of variegation 3-9 homolog 2 (Drosophila) | DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)""",2,1166,flight2,0.050502937
SUV39H2 | DCLRE1C,"""suppressor of variegation 3-9 homolog 2 (Drosophila) | DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)""",3,1166,flight3,0.05473038
SUV39H2 | DCLRE1C,"""suppressor of variegation 3-9 homolog 2 (Drosophila) | DNA cross-link repair 1C, PSO2 homolog (S. cerevisiae)""",4,1166,flight4,0.089963721
SV2A,synaptic vesicle glycoprotein 2 a,1,1167,flight1,-0.095518274
SV2A,synaptic vesicle glycoprotein 2 a,2,1167,flight2,-0.04566527
SV2A,synaptic vesicle glycoprotein 2 a,3,1167,flight3,-0.042754258
SV2A,synaptic vesicle glycoprotein 2 a,4,1167,flight4,-0.107928495
SYCE2,synaptonemal complex central element protein 2,1,1168,flight1,0.012902744
SYCE2,synaptonemal complex central element protein 2,2,1168,flight2,0.034577622
SYCE2,synaptonemal complex central element protein 2,3,1168,flight3,0.027596386
SYCE2,synaptonemal complex central element protein 2,4,1168,flight4,0.052482807
SYMPK,symplekin,1,1169,flight1,0.038660929
SYMPK,symplekin,2,1169,flight2,0.028193459
SYMPK,symplekin,3,1169,flight3,0.05198009
SYMPK,symplekin,4,1169,flight4,0.035284543
SYNC | RBBP4,syncoilin | retinoblastoma binding protein 4,1,1170,flight1,0.017106805
SYNC | RBBP4,syncoilin | retinoblastoma binding protein 4,2,1170,flight2,0.040494275
SYNC | RBBP4,syncoilin | retinoblastoma binding protein 4,3,1170,flight3,0.017892237
SYNC | RBBP4,syncoilin | retinoblastoma binding protein 4,4,1170,flight4,0.018783835
SYNJ2BP | COX16,synaptojanin 2 binding protein | COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),1,1171,flight1,0.062792472
SYNJ2BP | COX16,synaptojanin 2 binding protein | COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),2,1171,flight2,0.020585718
SYNJ2BP | COX16,synaptojanin 2 binding protein | COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),3,1171,flight3,0.03114686
SYNJ2BP | COX16,synaptojanin 2 binding protein | COX16 cytochrome c oxidase assembly homolog (S. cerevisiae),4,1171,flight4,0.023472742
SYTL2,synaptotagmin-like 2,1,1172,flight1,0.032615051
SYTL2,synaptotagmin-like 2,2,1172,flight2,0.026158625
SYTL2,synaptotagmin-like 2,3,1172,flight3,0.050680849
SYTL2,synaptotagmin-like 2,4,1172,flight4,0.02785416
TAF6,"""TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor""",1,1173,flight1,0.05401369
TAF6,"""TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor""",2,1173,flight2,0.040884769
TAF6,"""TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor""",3,1173,flight3,0.083537345
TAF6,"""TAF6 RNA polymerase II, TATA box binding protein (TBP)-associated factor""",4,1173,flight4,0.038163292
TAF8,"""TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq""",1,1174,flight1,0.038147622
TAF8,"""TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq""",2,1174,flight2,0.012387931
TAF8,"""TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq""",3,1174,flight3,0.031817737
TAF8,"""TAF8 RNA polymerase II, TATA box binding protein (TBP)-associated factorq""",4,1174,flight4,0.033770021
TAGAP1 | TAGAP,T-cell activation GTPase activating protein 1 | T-cell activation Rho GTPase-activating protein,1,1175,flight1,0.052436675
TAGAP1 | TAGAP,T-cell activation GTPase activating protein 1 | T-cell activation Rho GTPase-activating protein,2,1175,flight2,0.048736991
TAGAP1 | TAGAP,T-cell activation GTPase activating protein 1 | T-cell activation Rho GTPase-activating protein,3,1175,flight3,0.065655497
TAGAP1 | TAGAP,T-cell activation GTPase activating protein 1 | T-cell activation Rho GTPase-activating protein,4,1175,flight4,0.039490871
TALDO1,transaldolase 1,1,1176,flight1,0.091266739
TALDO1,transaldolase 1,2,1176,flight2,0.065823693
TALDO1,transaldolase 1,3,1176,flight3,0.077374494
TALDO1,transaldolase 1,4,1176,flight4,0.006566331
TBATA,"""thymus, brain and testes associated""",1,1177,flight1,0.076385856
TBATA,"""thymus, brain and testes associated""",2,1177,flight2,0.058671764
TBATA,"""thymus, brain and testes associated""",3,1177,flight3,0.11095572
TBATA,"""thymus, brain and testes associated""",4,1177,flight4,0.07950411
TBC1D23,"""TBC1 domain family, member 23""",1,1178,flight1,-0.041020118
TBC1D23,"""TBC1 domain family, member 23""",2,1178,flight2,-0.041194065
TBC1D23,"""TBC1 domain family, member 23""",3,1178,flight3,-0.01585281
TBC1D23,"""TBC1 domain family, member 23""",4,1178,flight4,-0.029936231
TBC1D4,"""TBC1 domain family, member 4""",1,1179,flight1,0.076353991
TBC1D4,"""TBC1 domain family, member 4""",2,1179,flight2,0.019620385
TBC1D4,"""TBC1 domain family, member 4""",3,1179,flight3,0.07392163
TBC1D4,"""TBC1 domain family, member 4""",4,1179,flight4,0.030120398
TBCCD1,TBCC domain containing 1,1,1180,flight1,0.018263628
TBCCD1,TBCC domain containing 1,2,1180,flight2,0.008514021
TBCCD1,TBCC domain containing 1,3,1180,flight3,0.016170188
TBCCD1,TBCC domain containing 1,4,1180,flight4,0.017446309
TBCE | B3GALNT2,"""tubulin-specific chaperone E | UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2""",1,1181,flight1,-0.025560793
TBCE | B3GALNT2,"""tubulin-specific chaperone E | UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2""",2,1181,flight2,-0.023001762
TBCE | B3GALNT2,"""tubulin-specific chaperone E | UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2""",3,1181,flight3,-0.009396409
TBCE | B3GALNT2,"""tubulin-specific chaperone E | UDP-GalNAc:betaGlcNAc beta 1,3-galactosaminyltransferase, polypeptide 2""",4,1181,flight4,-0.028215057
TCAP,titin-cap,1,1182,flight1,-0.037357055
TCAP,titin-cap,2,1182,flight2,-0.104588659
TCAP,titin-cap,3,1182,flight3,-0.142629988
TCAP,titin-cap,4,1182,flight4,-0.120339458
TCEAL3 | TCEAL6 | TCEAL5,transcription elongation factor A (SII)-like 3 | transcription elongation factor A (SII)-like 6 | transcription elongation factor A (SII)-like 5,1,1183,flight1,-0.143064775
